text,translation,tags
"Plant gathering zones are used in locations where plants will be gathered frequently.  Use the gather designation otherwise.","采集区域适合设置在需要频繁采集植物的地点；其他情况下请使用采集指定。",""
"Paint","绘制",""
"Multi","多选",""
"Meeting Area: {{count}}","集会区：{{count}}","[TEMPLATE:YES]"
"Bedroom: {{count}}","卧室：{{count}}","[TEMPLATE:YES]"
"Not musical","不擅长音乐",""
"Patient","有耐心",""
"Overconfident","过度自信",""
"Missions","任务",""
"Center on fort","定位要塞",""
"Artifacts","神器",""
"The World","世界",""
"Missing citizens","失踪居民",""
"Civilizations","文明",""
"News and rumors","新闻与传闻",""
"Reports","报告",""
"Inaccessible from your location","无法从当前位置抵达",""
"Stockpiles","储藏区",""
"Farm plots","农田",""
"Siege engines","攻城器械",""
"Residents","居民",""
"Sheets","纸张",""
"Refuse","垃圾",""
"Finished","成品",""
"Ammo","弹药",""
"Goods","货物",""
"Stone","石料",""
"You do not have any zones.","你尚未划定任何区域。",""
"Zones can be added using the zone menu at the bottom of the screen.","可以使用屏幕底部的区域菜单添加区域。",""
"Open the stocks window, where you can see all of your fortress's items.","打开库存窗口，在这里可以查看要塞中的所有物品。",""
"Warning: stockpile has no type.","警告：该储藏区尚未设置类型。",""
"Click an icon to set stockpile type.","点击图标以设置储藏区类型。",""
"Set from which workshops and stockpiles this stockpile gives and takes items.","设置该储藏区向哪些工坊和储藏区提供物品，以及从哪些工坊和储藏区接收物品。",""
"Set how many barrerls, bins, and wheelbarrows this stockpile can use.","设置该储藏区可以使用的圆桶、箱柜和独轮车数量。",""
"Traits","特质",""
"Values","价值观",""
"Preferences","偏好",""
"Needs","需求",""
"This may take several minutes!","这可能需要几分钟！",""
"This may take a long while!","这可能需要很长时间！",""
"The wildlife might be very dangerous here.","这里的野生动物可能非常危险。",""
"You have selected a savage area.","你选择了一个蛮荒区域。",""
"Range: {{minimum}} to {{maximum}}","范围：{{minimum}} 至 {{maximum}}","[TEMPLATE:YES]"
"Histories of {{subject1}} and {{subject2}}","{{subject1}}与{{subject2}}的历史","[TEMPLATE:YES]"
"Nearest site: Here","最近地点：此处",""
"Clear find results","清除查找结果",""
"Searching {{current}} of {{total}}...","正在搜索：{{current}}/{{total}}……","[TEMPLATE:YES]"
"Match found!","找到匹配项！",""
"You need a broker with the appraisal skill.","你需要预备一位具有估价技能的经纪人。",""
"{{name}} expedition leader","{{name}}，远征队领队","[TEMPLATE:YES]"
"Main River: {{name}}","主要河流：{{name}}","[TEMPLATE:YES]"
"Minor River: {{name}}","次要河流：{{name}}","[TEMPLATE:YES]"
"The new government was called {{name}} .","新政府被命名为{{name}}。","[TEMPLATE:YES]"
"In {{year}}, the {{creature}} {{name}} became the {{position}} of {{organization}} .","{{year}}年，{{creature|visual_ui::historical_creature}}{{name}}成为了{{organization}}的{{position|visual_ui::historical_position}}。","[TEMPLATE:YES]"
"In {{year}}, {{organization}} founded {{site}} .","{{year}}年，{{organization}}建立了{{site}}。","[TEMPLATE:YES]"
"In the {{season}} of {{year}}, {{actor}} created the position of {{position}} as a matter of course.","{{year}}年{{season|visual_ui::historical_season}}，{{actor}}按惯例设立了{{position|visual_ui::historical_position}}一职。","[TEMPLATE:YES]"
"In the {{season}} of {{year}}, {{victim}} was struck down by {{attacker}} in {{site}} .","{{year}}年{{season|visual_ui::historical_season}}，{{victim}}在{{site}}被{{attacker}}杀死。","[TEMPLATE:YES]"
"In the {{season}} of {{year}}, {{attacker}} routed {{defender}} and destroyed {{site}} .","{{year}}年{{season|visual_ui::historical_season}}，{{attacker}}击溃了{{defender}}并摧毁了{{site}}。","[TEMPLATE:YES]"
"In the {{season}} of {{year}}, {{builder}} constructed {{work}} .","{{year}}年{{season|visual_ui::historical_season}}，{{builder}}建造了{{work}}。","[TEMPLATE:YES]"
"In the {{season}} of {{year}}, {{winner}} defeated {{loser}} and took over {{site}} .","{{year}}年{{season|visual_ui::historical_season}}，{{winner}}击败了{{loser}}并占领了{{site}}。","[TEMPLATE:YES]"
"In the {{season}} of {{year}}, {{winner}} defeated {{loser}} and placed {{leader}} in charge of {{site}} .","{{year}}年{{season|visual_ui::historical_season}}，{{winner}}击败了{{loser}}，并任命{{leader}}管理{{site}}。","[TEMPLATE:YES]"
"In the {{season}} of {{year}}, {{subject}} fought with {{opponent}} .","{{year}}年{{season|visual_ui::historical_season}}，{{subject}}与{{opponent}}交战。","[TEMPLATE:YES]"
